,index1,context,Label,혐오 대상,혐오대상(세부),cluster10,cluster20,cluster30
1228,801,"2021년 11월 21일 추수감사예배 묵상기도 다같이 찬송 13장 새 8장 성시교독 64번 새 105번 신앙고백 사도신경 찬송 307장 새588장 성경봉독 창세기4 1 15 특송 가족중 말씀선포 감사하지 않으면 죄가 지배한다 찬송과 헌금 308장 새589장 합심기도 1 코로나 극복을 위해서 2 은혜로운 삶을 위해서 3 한국교회를 위해서 찬송 433장 새301장 주기도문 or 축도 감사하지 않으면 죄가 지배한다 창세기4 1 15 프랑스의 필립 크루아종 씨는 1994년 지붕에 있는 안테나를 옮기려다 2만볼트 고압전기에 감전되는 사고로 사지를 잃은 중증 장애인입니다 그는 팔다리를 모두 잃었지만 하나님에 대한 믿음과 낙천적인 성격 덕분에 장애로 인해 좌절하기보다 새로운 일에 도전을 하는 삶을 살았습니다 그런 그가 18년이 지난 2012년에 이집트에서 홍해를 횡단하는 도전을 했습니다 6월이라 더위가 극심했고, 홍해에 상어 떼가 출몰한 시점이었지만 필립 씨의 의지는 확연했습니다 장애인도 할 수 있다 는 희망의 메시지를 전하고 싶다는 것이 목적이었습니다 그렇게 필립 씨는 짧게 남은 팔다리에 의족과 오리발을 달고는 5시간 20분 동안 헤엄을 쳤고 마침내 아무런 직접적인 도움이 없이 스스로 홍해를 횡단하는 대기록을 세웠습니다 목적지에는 프랑스 대사관 직원을 비롯해 많은 방송사에서 나와 있었는데, 그들 앞에 선 필립 씨의 첫 마디는 하나님, 감사합니다 라는 기쁨의 고백이었습니다 원망할 수 있는 자신의 형편이지만 그 형편을 감사로 바꾼 것입니다 주님께 받은 모든 것을 헤아려본다면 어떤 상황에서도 감사가 나와야 합니다 하루를 시작할 때, 하루를 마무리 할 때 주님을 향한 감사의 고백이 여러분의 영혼이 되길 주님의 이름으로 축원드립니다 영국의 시인이면서 성직자인 조지 허버트 1593 1633 는 기쁠 때만 감사하지 않게 해 주십시오 감사하는 마음이 나의 심장 박동이 되어 당신을 찬양하게 하옵소서 라고 기도했다고 합니다 오늘 본문은 하나님 앞에 감사로 제사 드리는 두 형제를 배경으로 하고 있습니다 가인이 형이고, 아벨이 동생입니다 가인은 농사하는 사람이었고, 동생은 목축업을 하는 사람입니다 세월이 어느 정도 흘렀을 때 가인은 땅의 소산물로 제사를 드렸고, 동생은 양의 첫 새끼와 기름으로 드렸습니다 그런데 하나님께서 어떤 뜻이 있으셔서 동생의 제물은 호의로 받으셨는데 형의 제물은 받지 않으셨습니다 그 일에 대해 형인 가인이 화가 잔뜩 났습니다 하나님께서 관심을 가지시고 가인에게 말씀하셨습니다 창세기4장 6 7절입니다 여호와께서 가인에게 이르시되 네가 분하여 함은 어찜이며 안색이 변함은 어찜이뇨 네가 선을 행하면 어찌 낯을 들지 못하겠느냐 선을 행치 아니하면 죄가 문에 엎드리느니라 죄의 소원은 네게 있으나 너는 죄를 다스릴찌니라 하나님께서 가인의 제사를 거부하신 이유가 분명히 있었습니다 구체적으로 성경은 밝히지 않고 있지만 교훈하시는 말씀으로 볼 때 네가 분노할 이유가 없는데 분노하고 있다는 것입니다 하나님께서 가인의 제물을 받지 않으신 것은 제물 자체보다는 악한 심성과 악한 생활로 인해 받지 않으셨다는 것을 짐작해볼 수 있습니다 마치 예수님 시대에 바리새인이나 서기관처럼 교만하고 외식하는 모습으로 하나님 앞에 제사를 드렸던 것입니다 하나님께서 가인을 찾아가신 것은 악한 삶을 멈추도록 하기 위함이었다는 것을 7절에서 발견할 수 있습니다 죄의 소원 네게 있으나 너는 죄를 다스릴찌니라 그러나 가인은 하나님 앞에 회개하는 모습을 드러내기 보다는 오히려 더 악한 모습으로 발전하였습니다 가인의 악한 심성과 생활은 그 동생 아벨을 죽이는데서 충분히 드러났습니다 창세기4장 8절입니다 가인이 그 아우 아벨에게 고하니라 그 후 그들이 들에 있을 때에 가인이 그 아우 아벨을 쳐 죽이니라 아벨은 성경에서 증거하는 바에 의하면 의인입니다 마태복음23장 35절입니다 그러므로 의인 아벨의 피로부터 성전과 제단 사이에서 너희가 죽인 바라갸의 아들 사가랴의 피까지 땅 위에서 흘린 의로운 피가 다 너희에게 돌아가리라 가인에게 있어서는 착한 동생입니다 그 착한 동생을 원망과 시기심으로 죽인 것입니다 그리고 하나님 앞에는 변명을 합니다 창세기4장 9절입니다 여호와께서 가인에게 이르시되 네 아우 아벨이 어디 있느냐 그가 가로되 내가 알지 못하나이다 내가 내 아우를 지키는 자니이까 그 결과 가인은 참혹한 인생을 살아야 했습니다 11 14절입니다 땅이 그 입을 벌려 네 손에서부터 네 아우의 피를 받았은즉 네가 땅에서 저주를 받으리니 네가 밭 갈아도 땅이 다시는 그 효력을 네게 주지 아니할 것이요 너는 땅에서 피하며 유리하는 자가 되리라 가인이 여호와께 고하되 내 죄벌이 너무 중하여 견딜 수 없나이다 주께서 오늘 이 지면에서 나를 쫓아내시온즉 내가 주의 낯을 뵈옵지 못하리니 내가 땅에서 피하며 유리하는 자가 될찌라 무릇 나를 만나는 자가 나를 죽이겠나이다 내용인즉, 첫째는 땅에서의 땀 흘림의 수고가 헛것이 될 것이라는 것입니다 둘째는 거주지에서 쫓겨나리라는 것입니다 그래도 자비하신 하나님께서는 가인 자신이 누군가에 의해 살해될 것이라는 것이라는 공포심에서는 해방을 약속해주셨습니다 얻는 교훈입니다 첫째, 감사는 어떤 상황에서도 할 수 있어야 한다는 것입니다 위로부터 주시는 소산물에 대해 감사할 수 있지만, 다른 사람이 받는 복에 대해서도 감사할 수 있어야 합니다 가인은 동생이 하나님의 사랑받는 것에 감사하지 못하고 원망과 시기심이 발동하여 끔찍한 결과를 맞이했습니다 저 동생을 죽이면 하나님의 사랑은 내 것이야 이것은 어리석은 착각이요 잘못된 계산입니다 오히려 비참한 결과 뿐입니다 둘째, 절대 남과 나를 비교해서는 안됩니다 가인이 동생과 비교해서 자신을 생각지만 않았어도 평생 주시는 복을 누리며 살았을 것입니다 비교하면 원망과 시기할 일이 많은 것이 우리 인생입니다 그러면 자연스럽게 감사는 멀어지고 죄가 내 영혼을 결박해버리는 형국이 되어진다는 것을 잊으면 안됩니다 셋째, 범사에 감사가 내 인생의 주요 고백이 되어야 합니다 가인은 그 소산물에 대해서 감사는 했지만 그 착한 동생 아벨에 대해서는 감사하지 못했습니다 눈에 가시처럼 생각했습니다 이스라엘 백성이 이방인 족속을 보듯했습니다 이제 생각을 바꾸어야 합니다 내 눈에 가시는 없다 입니다 디모데전서4장 4절입니다 하나님의 지으신 모든 것이 선하매 감사함으로 받으면 버릴 것이 없나니 내 눈에 들어온 모든 사람, 모든 사물, 모든 일들이 내 영혼을 위한 보물입니다 내 눈엔 보물만 있고 내 눈엔 감사의 내용만 있는 것입니다 옆에 있는 사람을 생각해보십시요 집에 있든, 회사에 있든, 어떤 모임 속에 있든 보이는 모든 사람이 내 영혼을 위한 보물임을 잊지 말고 평생을 감사하며 사시는 성도가 되시기를 예수님의 이름으로 축원드립니다",정상,,,5,14,26
1229,11442,교회질문받는다,정상,,,4,4,27
1231,25203,인정할 건 인정해야합니다 20대분들이 지금까지 시그널 보낸 걸 무시당했다고 생각하게 만든 결과라 생각하네요 20대 목소리를 철부지라고만 하지말고 여성부를 남녀평등부나 이렇게 바꾸고 수장은 2년단위로 하든 남녀를 바꾸든 해서 남녀가 진짜 차별받지 않고 살아간다는 느낌이 들게 바꿔줘야합니다 이 시그널들을 이제라도 들어줘야하고 변하는걸 보여주지 않으면 20대 지지율을 되돌리기 힘듭니다 특히나 윤석열이 아닐 홍준표가 당대표가 되면 더 할겁니다 민주당도 변화해야합니다 1 남녀 성범죄 차별 ㅡ 남자들은 여자의 진술에 의존해 처벌받는데 비해 여자들의 섬범죄는 가볍게 대한 점 ㅡ 남자들은 무죄판결에도 이미 사회적 기반을 잃지만 여자들은 무고죄로 처벌되기도 어렵고 처벌되더라도 가벼움 2 성평등 교육 ㅡ 성평등 교육이 남자들을 잠재적 가해자로 보이게 하고 모든게 여성 피해니 조심해야 하는 것처럼 나와서 반발 3 고용 문제 ㅡ 남녀할당제를 하려면 공정하게 교사들도 남녀할당제를 해야하는데 그건 또 안함,정상,,,6,12,13
1232,15532,빙고 1줄,정상,,,3,18,25
1238,14438,경상도는 아예 날아갔다 봐야하고 전라도 충청도 일부분 강원도 일부분 먹고 경기서울에서 절반 이하로 먹고 끝나겠네 어 이거 졌다고 봐야하나 경상도 특히 경남표 못 먹으면 힘들텐데 인구수 차이가 커서,정상,,,1,1,29
1240,21027,들 창엄니,정상,,,3,18,25
1242,7418,이미 외노자 수입으로 해결하고있지요 다문화정책,정상,,,0,8,19
1243,4770,지역구가 무조건당선이잔아,정상,,,2,10,0
1245,7378,요즘 현장 오야가 외노자라매,정상,,,2,16,2
1251,6556,영단어그만 국힘이 다시 남자버리면 난 언제든지 심판하려고,정상,,,6,12,13
1254,6813,똥쟁이,정상,,,3,18,25
1256,27467,트위터나 픽시부에선 반응이 항상 별로 안조아 치히로씨는 좋아해주는거야 그치만 OL은 나도 좋다고 생각해,정상,,,7,5,5
1258,22245,소전갤로 감 칸코레갤로 감 과자 빵 갤로 보냄 칸코레 갤로 보냄,정상,,,1,1,29
1260,14138,역으로 시민들 때문에 고통받는 스파이더맨을 보여준게 더 흥미롭지,정상,,,2,10,0
1267,8531,저희부모님 경상도사람인데 전라도라면 치를 떨어요ㅠㅠ,정상,,,5,14,11
1270,11093,잠쥐에 대해서 질문하나 하겠읍니다,정상,,,3,18,7
1271,27344,정확히 하자면 서울에서 태어나 자랐는데 중1 끝나고 외국으로 이민 온 사람입니다 그래서 그런지 한국어에 약간 서투른 면도 없잖아 있는데요 제가 옛날부터 거진 이란 단어를 많이 썼어요 혼자 일기 쓸때 특별한 이유는 없고 그냥 더 어감이 더 좋은 거 같아요 ㅋㅋ 근데 그냥 궁금해져서 사전에 찾아보니까 거진 은 거의 의 경상도 사투리라고 하네요 몰랐습니다 경상도 사람도 아닌데 거진 이란 단어를 자꾸 쓰면 웃긴가요 ㅋㅋ 좀 쓰잘데기 없는 질문이지만 답변해주시면 감사하겠습니다 ㅎㅎ 제가 언젠간 만화를 그리고 싶어서 이런 사소한 것들이 좀 신경쓰이네요,정상,,,5,9,4
1272,15473,패스위주인 일본리그 동남아리그아직더 성장가능성 있고요 일본리그는 용병쿼터폐지 외국인 무제한 영입 가능함,정상,,,0,0,19
1277,11609,원본은 출처에 작가분 허락받고 만들어왔어,정상,,,2,2,5
1278,13565,골목길에서 앞에 사람걸어간다고 빵 도 아니고 빠 앙 빠 앙 하는 놈들도 있어요,정상,,,1,1,29
1280,6848,상체게임이라 버려짐 ㄹㅇ ㅋㅋ,정상,,,3,6,1
1281,6552,해골이네 진짜,정상,,,3,18,23
1286,7301,사케찬 노쇼찬 노망찬 찢찬들 틀딱찬 틀니찬 소리 듣고도 고소 고발은 안했는데 뭐 무시하고 다녀서 그렇지 저런걸보면 경기조지사는 코쿠민노치카라에 가야한다,맥락적 정상,"['연령', '기타']","['기타', '고령층']",7,17,6
1290,21371,사회악,정상,,,3,18,25
1292,3540,Red State 타란티노 추천영화,정상,,,3,5,2
1293,18968,"뭐지 저거 사과하는 글인가요, 아니면 팩트 역폭격받고 삐져서 비꼬는 글인가요",정상,,,9,17,5
1295,14973,곧 성소수자 갤러리 된다는데 트루인가요 팩트면 빨리 도망가려구요 호다닥,정상,,,7,5,2
1297,1643,ㄹㅇ,정상,,,3,6,12
1299,18476,무슨차인가요 오전에 보던글이 오후에 갑자기 없어져서요,정상,,,9,2,5
1304,7429,많은 사람들이 직장다니고 버스타고 지하철타고 다니는데저 교회다니는걸로 뭘하길래 왤케 많이 전파되는거지,정상,,,4,4,27
1305,12016,<IMAGE> 고화질,정상,,,3,18,25
1306,5362,구매후기 판매처 두레마을 품목 배추김치ㆍ고추무침 연락처 010 5706 6777 생김치를 좋아한 아들을 위해 배추김치ㆍ고추무침을 주문해서 보냈어요 김치맛을 본 아들 왈 젓갈냄새가 난 전라도식 김치로 아주 맛나다고 하네요 다 먹으면 재주문 해야겠어요 누락되어서 조금 늦게 도착했지만 맛이 좋답니다 감사합니다,정상,,,1,1,29
1307,27259,군도탐험을 e스포츠화 하려고 했다는게 아직도 놀라움 라이엇 롤개발하고 올때 개차반으로 깐게 블쟈인데 이렇게까지 망할줄이야,정상,,,7,17,10
1308,8390,소등하세요님 제 글의 포인트는 그런 별명이 아니고 대깨문 이란 프레임 이에요,맥락적 정상,['정치'],['진보계열'],9,9,4
1310,19491,게이야 나는 서울이다 ㅋㅋ,정상,,,3,10,0
1311,17234,유튜버 본인이 키우는 댕댕이들 진돗개 2마리랑 새끼 7마리 현재는 분양보내서 2마리 키우는중 메인 컨텐츠인 길냥이들 길냥이 여러마리 데리고 등산하는것도 가능함 본업인 쏘가리 잉어 먹이용 양어장과 취미로 낚는 물고기들 집 근처에 나타나는 꿩 고라니 물까치 떼 보기드문 여름철새 중 하나인 호반새 얘가 육추 새끼 기르기 장소가 뜨면 사진가들이 몰려가서 찍을 정도임 길냥이랑 맞짱뜨는 능구렁이 능사 개똥으로 비료 만들려고 땅파니깐 나오는 장수풍뎅이 유충들 스킨쉽 가능한 야생 새끼참새 최근 올라온 토종 고슴도치 이쯤되면 백설공주나 드루이드가 아닌가 싶은 합리적 의심이 가능할 정도,정상,,,1,1,29
1312,11987,잭스 eq는 상황에따라다름 /,정상,,,3,18,25
1313,1836,갑자기 뭔 개독을 몰아내자는소리가 왜나와,맥락적 정상,['종교'],['기독교계'],9,9,4
1315,20147,고민되네,정상,,,3,18,19
1316,14535,다이빙대에서 공중제비3회 한 뒤 벌처럼내려찍기 씹가능,정상,,,2,0,1
1319,7533,나 포함 님들 정서적 거부감은 따질 문제가 아님인구가 역피라미드형으로 가는데 해결할 방법이 없지좋든 싫든 이민 개방을 할수밖에 없을듯조선족 동남아 싫다고 그래서 어쩌라고 ㅋ,정상,,,9,3,19
1320,2698,성인남녀 38 9 가 공시족100대1이 넘는 경쟁률힘들게 합격해서 공무원이 되어도월급도 생각보다적고경직되고 비상식적인 조직문화에 질려서그만두는 사람들이 많다고 함참고로 9급 1호봉의 월급은 165만원그렇다면 왜 사람들은 그토록 공무원이 되려할까공무원은 월급이외에도 추가수당이 많은데정액 급식비가 월13만원명절휴가비가 월봉 급여액의 60 애낳아도 수당주고 자녀학비 보조수당도 준다고공무원은 또 따로 복지포인트가 지급되고공무원들만의 금융해택이 다수존재함공무원 복지포인트는 지자체마다 다르지만50 250만원까지 지원된다고 함이런 포인트는 공무원 전용 사이트에서저렴하게 전자기기및 옷 가구까지 살수있고차에 기름까지 넣을 수 있다고 함그리고 가장중요한 이유는 퇴직 후 받는 연금,정상,,,2,7,8
1321,6090,"이런 게 최우선이 아니라고요 제발 이번 투표의 메세지를 읽으세요 조선 시대에 서인, 남인이 이기론이랑 기타등등으로 쥰나게 싸우는데 지방에서는 탐관오리 수탈로 허덕이는 꼴이라고요 페미, 출산율, 취업율, 부동산 같은 걸로내 주변에 보이는 걸로 허덕이는데 왜 중앙에서 서로 지지고 볶고 하는 걸 최우선으로 해요 시민들은 그럴 여유가 없는 거에요 당신이 진짜 진보라면 이 투표가 주는 메세지를 똑바로 읽으세요",정상,,,8,3,20
1322,9887,시은이 버려졌따,정상,,,3,10,2
1326,21800,참나 공중제비는 돌아야겠네요 휘리릭,정상,,,2,0,14
1327,3692,(주) 그리스도,정상,,,3,18,25
1328,15371,그건 너만 그런거고,정상,,,9,9,23
1329,1820,"시각장애인으로 변장해서 길가는 사람한테 500달러 당첨 복권이 맞는지 확인해 달라고 실험 했는데 부촌에서는 복권 들고 도망가고, 당첨 아니라고 자기가 가지려고 하고 노숙자들은 당첨이 맞다면서 축하해주네요 정말 있는넘들이 더한걸까요",정상,,,2,7,8
1330,1754,침대에서,정상,,,3,18,25
1334,19083,"서울광장 가득 메운 퀴어축제 참가자들 연합뉴스 자료사진 서울 연합뉴스 류미나 기자 서울시장 보궐선거에 출마한 국민의당 안철수 후보와 무소속 금태섭 후보가 18일 제3지대 야권후보 단일화를 위한 첫 TV토론에서 서울시의 퀴어 성소수자 퍼레이드 를 놓고 이견을 드러냈다 금 후보는 자신이 국회의원 시절 시청 앞에서 열리는 퀴어 퍼레이드에 참여했다고 소개하면서 거기 가보면 정말 부끄럽다 미국 영국 등 주요국 대사들이 나와서 축제 분위기로 돌아다니는데, 우리나라 정치인들은 한 명도 안 나온다 고 말을 꺼냈다 그러면서 안 후보를 향해 제3지대에서 단일화한 후보가 당선돼 퀴어 퍼레이드에 서울시장으로서 나가는 것은 작지만 중요한 변화 라며 자신과 마찬가지로 퀴어 축제에 나갈 생각이 있느냐 고 물었다 안 후보는 차별에 반대하는 건 당연하다 개인들의 인권은 존중돼야 마땅하다 면서도 그런데 또 자기의 인권뿐 아니라 타인의 인권도 굉장히 소중한 것 이라고 반론을 제기했다 그러면서 미국 샌프란시스코의 퀴어 축제를 예로 들었다 그곳은 시내 중심에서 조금 떨어진 남부 지역에서 열리는데, 그곳은 본인이 퍼레이드를 보겠다는 의지를 가진 분들이 본다 는 것이다 안 후보는 퀴어 축제를 광화문에서 하게 되면, 거긴 자원해서 보려고 오는 분도 계시겠지만, 여러 가지 이유로 또는 아이들을 데리고 오는 분들도 계시잖나 라며 그런 것들을 거부할 수 있는 권리도 존중받아야 한다 고 주장했다",정상,,,8,3,9
1337,9743,개헌으로 진보좌파 정권 막겠다니 국민들에게 본인들의 패를 보여주네요 앞으로 개헌 이야기 하는자 부역자 입니다,정상,,,8,7,17
1339,28183,노노 님이 메갈거린다는게아니라 다른사람들이 메갈이라그러는 분들이많다구요,정상,,,9,9,6
1340,5805,"비례 1번은 무조건 기초 비례 의원 97 이유는 출처 이겁니다 어떤 식으로 평등 정책을 하면 97 을 특정 성별로 채우나요 이게 반대였으면 개난리가 났을 겁니다 애초에 민주당은 양성평등 말할 자격이 없습니다 이게 그 대단한 도낀개낀 입니다 추가 및 보충 공직선거법 47조 3항 정당이 비례대표국회의원선거 및 비례대표지방의회의원선거에 후보자를 추천하는 때에는 그 후보자 중 100분의 50 이상을 여성으로 추천하되, 그 후보자명부의 순위의 매 홀수에는 여성을 추천하여야 한다 개정 2005 8 4 결론 기초비례가 여성으로 도배된건 2014년에도 그랬다는거 좀 어이가 없네요 이런 미친짓이 계속 이어오고 있었다니 그런데 왜 이걸로 이번지선때 분노했을까를 뒤져보니 지방선거 당시에 광역단제장에서 여성 할당을 이야기하고 거기에서 나온이야기 입니다 비례를 다 쳐묵하고 나서 선출직 단체장까지 할당해 달라고 하느냐는 걸로요 보궐선거 D 100일 여성 광역단체장 0명 이번엔 성평등 바람 불까요 젠더 선거 삭제할려다가 수정하고 남겨 놓습니다 글 잘못 썼으면 욕은 먹어야죠",정상,,,8,3,9
1342,10846,"그간 지긋지긋한 진보 정권 서민들 챙기느라 짜증났는데 그래도 좀 사는집 사람이 사는 사람들 사정을 잘안다고 이제 기득권층 대통령이 탄생했으니 부동산 가진 사람들위해 세금도 싹다 낮추고 부동시 같은것도 부활해서 서민들만 군대 보내고 서민들은 120시간 노동 돌리고 임금은 화끈하게 더 낮춰서 기업인들 살맛나는 세상 만들고 의료, 교통, 전기 기타등등 싹다 민영화하고 가격도 대폭 올려서 서민들과 상류층을 구분해서 상류층 위주의 서비스를 제공하고 있는 사람들만의 특별 서비스 받는 세상을 만들어 기득권이 살맛나는 세상 가즈아 윤석열 대통령님 화이팅",정상,,,8,3,9
